
id,name,wikilink,counter,lang,botanist
3778,"Sambucus nigra, Bez Černý",http://cs.wikipedia.org/wiki/Bez_%C4%8Dern%C3%BD,1,cs,
3779,Dactylorhiza maculata,http://en.wikipedia.org/wiki/Dactylorhiza_maculata,4,en,
3780,Scrophularia nodosa,http://en.wikipedia.org/wiki/Scrophularia_nodosa,1,en,
3781,Betula populifolia,http://en.wikipedia.org/wiki/Betula_populifolia,3,en,
3782,Heracleum,http://en.wikipedia.org/wiki/Heracleum_%28plant%29,2,en,
3784,Perovskia,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=1220,4,en,
3785,"Houttuynia cordata, Chameleon Plant",http://gernot-katzers-spice-pages.com/engl/Hout_cor.html,3,en,
3786,"Podophyllum peltatum, Mayapple",http://www.eattheweeds.com/podophyllum-peltatum-forgotten-fruit-2/,1,en,
3787,"Hesperis matronalis, ",http://dnr.wi.gov/topic/invasives/fact/damesrocket.html,1,en,
3788,"Lathyrus odoratus, Sweetpea ",http://www.organicgardening.com/learn-and-grow/sweet-peas,2,en,
3789,Solanum dimidiatum,http://www.alabamaplants.com/Bluealt/Solanum_dimidiatum_page.html,1,en,
3790,Callistemon 'Jeffers',http://davesgarden.com/guides/pf/go/100170/,1,en,
3791,Acer palmatum 'Red Emperor',http://davesgarden.com/guides/pf/go/88367/,2,en,
3792,Elaeagnus x ebbingei,http://www.pfaf.org/user/plant.aspx?LatinName=Elaeagnus+x+ebbingei,1,en,
3793,Lonicera involucrata,http://en.wikipedia.org/wiki/Lonicera_involucrata,4,en,
3794,Itea virginica,http://en.wikipedia.org/wiki/Itea_virginica,1,en,
3795,Passiflora 'Incense',http://www.tradewindsfruit.com/content/passiflora-incense.htm,12,en,
3797,"Peperomia obtusifolia 'Variegata', pepřinec",http://www.biolib.cz/cz/taxon/id126147/,1,cs,
3798,"Jasminum officinale, Jasmine",http://en.wikipedia.org/wiki/Jasminum_officinale,10,en,
3799,"Castilleja linariifolia, Wyoming Indian paintbrush",http://en.wikipedia.org/wiki/Castilleja_linariifolia,1,en,
3800,"Veronica spicata, Spike Speedwell",http://davesgarden.com/guides/pf/go/575/#b,9,en,
3801,Lavatera × clementii 'Barnsley' ,http://www.rhs.org.uk/Plants/178584/Tree-mallow-Barnsley/Details,8,en,
3802,Physalis peruviana,http://en.wikipedia.org/wiki/Physalis_peruviana,6,en,
3803,Kalanchoe beharensis,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=2086,10,en,
3804,"Ricinus communis 'New Zealand Purple', Purple Castor Bean",http://davesgarden.com/guides/pf/go/112287/,1,en,
3805,Silene coronaria 'Alba',http://www.seedaholic.com/lychnis-coronaria-white-rose-campion.html,1,en,
3806,Scadoxus multiflorus,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c556,12,en,
3807,Digitaria ischaemum,http://www.ipm.ucdavis.edu/PMG/WEEDS/smooth_crabgrass.html,1,en,
3808,Diospyros kaki,http://www.extento.hawaii.edu/kbase/crop/crops/i_persim.htm,1,en,
3809,Myrtiolocactus geometrizans Forma cristata,http://www.cactus-art.biz/schede/MYRTILLOCACTUS/Myrtillocactus_geometrizans/Myrtillocactus_geometrizanz_cristata/Myrtillacactus%20geometrizans%20cristata.htm,1,en,
3810,"Amaranthus cruentus, Blood amaranth",http://en.wikipedia.org/wiki/Amaranthus_cruentus,25,en,
3811,Abelmoschus moschatus ,http://davesgarden.com/guides/pf/go/240/,3,en,
3812,Callisia repens,http://davesgarden.com/guides/pf/go/2566/,12,en,
3814,"Oenothera gaura, Biennial bee-blossom",https://gobotany.newenglandwild.org/species/oenothera/gaura/,1,en,
3815,Prunus domestica,http://en.wikipedia.org/wiki/Prunus_insititia,8,en,
3816,Crinum macowanii,http://davesgarden.com/guides/pf/go/59476/,1,en,
3817,Cypripedium parviflorum,http://www.ct-botanical-society.org/galleries/cypripediumparv.html,1,en,
3818,Zantedeschia 'California Gold',http://davesgarden.com/guides/pf/go/196856/,3,en,
3821,Calibrachoa 'Mini Famous Double Lemon',http://davesgarden.com/guides/pf/go/196828/,1,en,
3822,"Heliopsis helianthoides, Smooth oxeye, false sunflower",http://en.wikipedia.org/wiki/Heliopsis_helianthoides,7,en,
3825,Spiraea trilobata,http://www.carolinanature.com/trees/sptr.html,4,en,
3827,Peperomia clusiifolia 'Tricolor',http://davesgarden.com/guides/pf/go/54416/,5,en,
3828,Lysimachia quadrifolia,http://en.wikipedia.org/wiki/Lysimachia_quadrifolia,3,en,
3829,Vernicia fordii,http://en.wikipedia.org/wiki/Vernicia_fordii,3,en,
3830,Prunus tomentosa,http://en.wikipedia.org/wiki/Prunus_tomentosa,1,en,
3831,"Selaginella kraussiana, Golden Club Moss",http://davesgarden.com/guides/pf/go/76497/,7,en,
3832,Salvia officinalis 'Berggarten',https://www.mountainvalleygrowers.com/saloffberggarten.htm,1,en,
3833,Lagenaria siceraria,http://en.wikipedia.org/wiki/Calabash,4,en,
3834,Vicia faba,http://en.wikipedia.org/wiki/Vicia_faba,2,en,
3835,"Monarda punctata, spotted beebalm",http://www.wildflower.org/plants/result.php?id_plant=MOPU,7,en,
3836,Sedum dendroideum ssp. praealtum,http://davesgarden.com/guides/pf/go/125660/,1,en,
3837,Cassia leptophylla,http://davesgarden.com/guides/pf/go/51550/,1,en,
3838,Plectranthus saccatus,http://www.plantzafrica.com/plantnop/plectransacc.htm,4,en,
3839,"Agrimonia eupatoria, Sticklewort",http://en.wikipedia.org/wiki/Agrimonia_eupatoria,2,en,
3840,"Carduus nutans, Musk thistle, nodding thistle",http://en.wikipedia.org/wiki/Carduus_nutans,4,en,
3841,"Dactylorhiza fuchsii, Prstnatec Fuchsův",http://botany.cz/cs/dactylorhiza-fuchsii/,1,cs,
3842,"Melampyrum pratense, Common cow-wheat",http://en.wikipedia.org/wiki/Melampyrum_pratense,2,en,
3843,"Asphodelus, Asfodel",http://www.rostliny.net/rostlina/Asphodelus,1,cs,
3844,"Cicuta, Water Hemlock",http://en.wikipedia.org/wiki/Cicuta,1,en,
3845,"Eryngium planum, Flat sea holly",http://en.wikipedia.org/wiki/Eryngium_planum,14,en,
3846,Impatiens balsamina,http://en.wikipedia.org/wiki/Impatiens_balsamina,31,en,
3847,Crassula ovata 'Gollum' ,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=2716,21,en,
3848,Sesbania drummondii,http://en.wikipedia.org/wiki/Sesbania_drummondii,3,en,
3849,Duranta erecta 'Golden Edge' ,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=2993,2,en,
3850,"Epilobium ciliatum, Fringed Willowherb",http://en.wikipedia.org/wiki/Epilobium_ciliatum,3,en,
3851,"Rorippa sylvestris, rukev obecná",http://botany.cz/cs/rorippa-sylvestris/,3,cs,
3853,"Crepis capillaris, Smooth hawksbeard",http://en.wikipedia.org/wiki/Crepis_capillaris,1,en,
3854,Sparaxis,http://pacificbulbsociety.org/pbswiki/index.php/Sparaxis,2,en,
3855,Callicarpa japonica 'Leucocarpa',http://courses.missouristate.edu/pbtrewatha/white_japanese_beautyberry.htm,1,en,
3856,Deutzia scabra 'Plena',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c108,2,en,
3857,Diervilla lonicera,http://en.wikipedia.org/wiki/Diervilla_lonicera,2,en,
3858,Ambrosia psilostachya,http://en.wikipedia.org/wiki/Ambrosia_psilostachya,8,en,
3859,"Clematis integrifolia, plamének celolistý",http://botany.cz/cs/clematis-integrifolia/,1,cs,
3860,Stapeliae,http://en.wikipedia.org/wiki/Stapeliae,4,en,
3861,"Nicotiana alata, tabák křídlatý",http://botanika.wendys.cz/kytky/K249.php,1,cs,
3862,Salvia officinalis 'Purpurascens',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=u650,1,en,
3864,Aglaonema commutatum,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b574,17,en,
3865,Houttuynia cordata 'Chameleon' ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a638,2,en,
3866,Leucanthemum vulgare,http://www.minnesotawildflowers.info/flower/ox-eye-daisy,1,en,
3867,Dizygotheca elegantissima 'Castor',http://www.rhs.org.uk/Plants/51882/Schefflera-elegantissima/Details,1,en,
3868,Deutzia x kalmiiflora,http://plants.gardensupplyco.com/12190003/Plant/5773/Kalmia_Flowered_Deutzia,1,en,
3869,Erysimum 'Bowles Mauve',http://davesgarden.com/guides/pf/go/110515/,7,en,
3870,Robinia pseudoacacia 'Frisia',http://www.greatplantpicks.org/plantlists/view/1344,2,en,
3871,Eryngium agavifolium,http://www.robsplants.com/plants/EryngAgavi,2,en,
3872,Melampodium divaricatum,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a116,3,en,
3873,Bambusa multiplex,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=214,2,en,
3874,Trifolium repens,http://davesgarden.com/guides/pf/go/54471/,1,en,
3875,Aruncus vulgaris,http://en.hortipedia.com/wiki/Aruncus_vulgaris,1,en,
3876,Pelargonium zonale,http://www.plantzafrica.com/plantnop/pelargzonale.htm,70,en,
3877,Hypericum calycinum,http://en.wikipedia.org/wiki/Hypericum_calycinum,15,en,
3878,Berberis thunbergii f. atropurpurea,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=r970,10,en,
3879,Campanula poscharskyana,http://en.wikipedia.org/wiki/Campanula_poscharskyana,2,en,
3880,Argentina anserina,http://en.wikipedia.org/wiki/Argentina_anserina,3,en,
3881,Philadelphus x lemoinei,http://www.diggingdog.com/pages2/plantpages.php/S-0613,1,en,
3882,"Begonia corallina, begónie",http://kvetiny.tobudetecubr.net/detail.php?rostlina=bagonia-corallina,2,cs,
3883,"Anchusa officinalis, pilát lékařský",http://botany.cz/cs/anchusa-officinalis/,4,cs,
3884,Capsicum annuum 'Chiltepin',http://en.wikipedia.org/wiki/Capsicum_annuum_var._glabriusculum,3,en,
3885,Streptocarpella saxorum,http://davesgarden.com/guides/pf/go/2114/,6,en,
3886,Trifolium arvense,http://en.wikipedia.org/wiki/Trifolium_arvense,7,en,
3887,Passiflora x belotii 'Imperatrice Eugenie',http://davesgarden.com/guides/pf/go/1556/,1,en,
3888,Hippodamia,http://www.ladybuglady.com/gardeneaters.htm,1,en,
3889,"Mimulus guttatus, kejklířka skvrnitá",http://botany.cz/cs/mimulus-guttatus/,1,cs,
3890,Prunus andersonii,http://en.wikipedia.org/wiki/Prunus_andersonii,1,en,
3892,Asclepias welshii,http://en.wikipedia.org/wiki/Asclepias_welshii,1,en,
3893,Clematis drummondii,http://www.wildflower.org/plants/result.php?id_plant=CLDR,1,en,
3894,"Lactuca sativa var. longifolia, romaine lettuce",http://en.wikipedia.org/wiki/Romaine_lettuce,1,en,
3895,Capsicum annuum 'Black Pearl' ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c897,3,en,
3896,"Fagus sylvatica 'Atropunicea', buk lesní",http://cs.wikipedia.org/wiki/Buk_lesn%C3%AD,1,cs,
3897,Oenothera glazioviana,http://en.wikipedia.org/wiki/Oenothera_glazioviana,15,en,
3898,"Cichorium intybus, čekanka obecná",http://botany.cz/cs/cichorium-intybus-intybus/,1,cs,
3899,Galeopsis speciosa,http://en.wikipedia.org/wiki/Galeopsis_speciosa,2,en,
3900,Dianthus armeria,http://en.wikipedia.org/wiki/Dianthus_armeria,9,en,
3901,Amanita jacksonii,http://en.wikipedia.org/wiki/Amanita_jacksonii,2,en,
3902,Claytonia lanceolata,http://fwp.mt.gov/mtoutdoors/HTML/articles/portraits/2012/springbeauty.htm,1,en,
3903,"Larix decidua, Modřín opadavý",http://cs.wikipedia.org/wiki/Mod%C5%99%C3%ADn_opadav%C3%BD,1,cs,
3904,Epipremnum,http://en.wikipedia.org/wiki/,2,en,
3905,"Galium verum, Yellow spring bedstraw",http://en.wikipedia.org/wiki/Galium_verum,1,en,
3906,"Ficus benjamina, fíkovník",http://botany.cz/cs/ficus-benjamina/,9,cs,
3909,Crocosmia,http://en.wikipedia.org/wiki/Crocosmia,52,en,
3910,"Eschscholzia californica, sluncovka kalifornská",http://botany.cz/cs/eschscholzia-californica/,2,cs,
3911,Stokesia laevis,http://davesgarden.com/guides/pf/go/15/,2,en,
3912,Proboscidea  louisianica,http://wildflowers.jdcc.edu/Unicorn%20Plant.html,7,en,
3913,Yucca gloriosa var. recurvifolia,http://davesgarden.com/guides/pf/go/68756/#b,2,en,
3914,Bidens ferulifolia,http://en.wikipedia.org/wiki/Bidens_ferulifolia,9,en,
3915,"Hyoscyamus niger, black henbane",http://en.wikipedia.org/wiki/Hyoscyamus_niger,3,en,
3916,Lychnis viscaria,http://en.wikipedia.org/wiki/Silene_viscaria,1,en,
3917,"Rorippa, Yellowcresses",http://en.wikipedia.org/wiki/Rorippa,1,en,
3918,"Reynoutria japonica, Křídlatka japonská",http://botany.cz/cs/reynoutria-japonica/,2,cs,
3919,Aponogeton longiplumulosus,http://en.wikipedia.org/wiki/Aponogeton_longiplumulosus,1,en,
3920,Euphorbia peplus,http://en.wikipedia.org/wiki/Euphorbia_peplus,8,en,
3921,"Solidago canadensis, Canada goldenrod",http://en.wikipedia.org/wiki/Solidago_canadensis,37,en,
3922,Penstemon xmexicali 'Pike's Peak Purple',http://davesgarden.com/guides/pf/go/53554/,1,en,
3924,"Oxydendrum, sourwood",http://en.wikipedia.org/wiki/Oxydendrum,1,en,
3925,Teucrium chamaedrys,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f910,2,en,
3926,Cucurbita foetidissima,http://en.wikipedia.org/wiki/Cucurbita_foetidissima,4,en,
3927,Viola canadensis,http://www.swcoloradowildflowers.com/White%20Enlarged%20Photo%20Pages/viola%20scopulorum.htm,1,en,
3928,Osteospermum  'Whirligig',http://davesgarden.com/guides/pf/go/1923/,5,en,
3929,Glandularia pumila,http://www.wildflower.org/plants/result.php?id_plant=GLPU4,1,en,
3930,Artemisia cana,http://en.wikipedia.org/wiki/Artemisia_cana,1,en,
3932,Dodonaea viscosa,http://en.wikipedia.org/wiki/Dodonaea_viscosa,1,en,
3933,Phyllanthus urinaria,http://en.wikipedia.org/wiki/Phyllanthus_urinaria,21,en,
3934,Carpenteria californica,http://slobg.org/bush-anemone/,1,en,
3936,Crinum x powellii,http://davesgarden.com/guides/pf/go/140012/,3,en,
3937,Layia platyglossa,http://en.wikipedia.org/wiki/Layia_platyglossa,4,en,
3938,"Coronilla varia, Crown Vetch  ",http://www.invasive.org/weedcd/species/3015.htm,2,en,
3940,"Polypodium, Rockcap fern",http://en.wikipedia.org/wiki/Polypodium,1,en,
3941,"Talinum paniculatum, Jewels of opar",http://en.wikipedia.org/wiki/Talinum_paniculatum,6,en,
3942,Ilex cornuta 'Carissa',http://plants.ces.ncsu.edu/plants/all/ilex-cornuta-carissa/,3,en,
3943,Tilia heterophylla,http://en.wikipedia.org/wiki/Tilia_heterophylla,1,en,
3945,Croton capitatus,http://en.wikipedia.org/wiki/Croton_capitatus,8,en,
3946,x Gasterhaworthia bayfieldii ,http://www.cactuseros.com/Detalles/Identificado/14651/Gasterhaworthia_bayfieldii.html,1,en,
3948,Prunus tomentosa,http://en.wikipedia.org/wiki/Prunus_tomentosa,1,en,
3949,Robinia hispida,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=m120,1,en,
3951,Acalypha ostryifolia,http://en.wikipedia.org/wiki/Acalypha_ostryifolia,3,en,
3953,Scabiosa atropurpurea,http://davesgarden.com/guides/pf/go/245/,7,en,
3954,Salpiglossus sinuata,http://en.wikipedia.org/wiki/Salpiglossis_sinuata,3,en,
3957,Hedera colchica 'Gloire de Marengo',http://www.rhs.org.uk/Plants/82862/Algerian-ivy-Gloire-de-Marengo/Details,1,en,
3958,Tropaeolum speciosum,http://en.wikipedia.org/wiki/Tropaeolum_speciosum,1,en,
3960,Ligularia dentata,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=277343&isprofile=1&basic=ligularia,4,en,
3961,Rubus parviflorus,http://www.wildflower.org/plants/result.php?id_plant=RUPA,5,en,
3962,Haworthia fasciata,http://en.wikipedia.org/wiki/Haworthia_fasciata,4,en,
3963,Yucca filamentosa 'Bright Edge',http://davesgarden.com/guides/pf/go/53195/,2,en,
3964,Amaranthus palmeri ,http://en.wikipedia.org/wiki/Amaranthus_palmeri,10,en,
3965,Austrocylindropuntia subulata,http://davesgarden.com/guides/pf/go/57996/,6,en,
3966,Malvaviscus arboreus var. drummondii,http://www.wildflower.org/plants/result.php?id_plant=MAARD,27,en,
3968,Veratrum album,http://en.wikipedia.org/wiki/Veratrum_album,2,en,
3969,"Origanum vulgare, Dobromysl obecná",http://botany.cz/cs/origanum-vulgare/,3,cs,
3970,"Alchemilla, Kontryhel",http://cs.m.wikipedia.org/wiki/Kontryhel,1,cs,
3971,"Yucca guatemalensis, Juka guatemalská",http://www.rostliny.net/rostlina/Yucca_guatemalensis,2,cs,
3972,Eutrochium,http://en.wikipedia.org/wiki/Eutrochium,5,en,
3975,Heliopsis helianthoides 'Loraine Sunshine',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=u200,1,en,
3976,Choisya ternata 'Sundance',http://www.rhs.org.uk/Plants/96024/Choisya-ternata-Sundance-Lich-%28PBR%29/Details,5,en,
3977,"Amorpha fruticosa, False indigo-bush",http://en.wikipedia.org/wiki/Amorpha_fruticosa,2,en,
3978,Mesembryanthemum crinifolium,http://gardenerstips.co.uk/blog/flowers/livingstone-daisy-mesembryanthemum-crinifolium/,4,en,
3979,Crassula pyramidalis,http://www.cactus-art.biz/schede/CRASSULA/Crassula_pyramidalis/Crassula_pyramidalis/Crassula_pyramidalis.htm,1,en,
3980,Aloe maculata,http://davesgarden.com/guides/pf/go/54452/,12,en,
3981,"Lippia dulcis, Aztécký cukr",http://www.diasvet.cz/lippia-dulcis-informace-o-sladive-rostline/,1,cs,
3982,"Lepidium sativum, Řeřicha setá",http://botany.cz/cs/lepidium-sativum/,1,cs,
3983,Polygonum pensylvanicum,http://www.minnesotawildflowers.info/flower/pennsylvania-smartweed,2,en,
3984,"Ribes rubrum, Červený rybíz",http://botany.cz/cs/ribes-rubrum/,1,cs,
3985,Melothria pendula,http://davesgarden.com/guides/pf/go/54306/,5,en,
3986,Dracaena reflexa 'Anita',http://www.sunshinetropical.com/products.php?pid=215,8,en,
3987,Prunus laurocerasus 'Zabeliana',http://plants.ces.ncsu.edu/plants/all/prunus-laurocerasus-zabeliana/,6,en,
3988,Lantana montevidensis 'Alba' ,http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=925,2,en,
3989,Leucophyllum langmaniae,http://www.texassuperstar.com/plants/cenizo/index.html,6,en,
3990,Ipomoea pandurata,http://en.wikipedia.org/wiki/Ipomoea_pandurata,2,en,
3991,Castanea pumila var. pumila,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=24,2,en,
3992,Chlorophytum comosum,http://davesgarden.com/guides/pf/go/1989/,46,en,
3993,Malva sylvestris 'Zebrina',http://davesgarden.com/guides/pf/go/51464/,17,en,
3996,Macrolepiota,http://en.wikipedia.org/wiki/Macrolepiota,1,en,
3997,"Ageratina, snakeroot",http://en.wikipedia.org/wiki/Ageratina,3,en,
3998,Xerula,http://mushroomexpert.com/xerula.html,1,en,
3999,Panicum,http://en.wikipedia.org/wiki/Panicum,2,en,
4000,Sedum makinoi 'Ogon',http://davesgarden.com/guides/pf/go/54240/,1,en,
4001,"Conyza canadensis, Turanka kanadská",http://botany.cz/cs/conyza-canadensis/,1,cs,
4002,Ruellia squarrosa,http://davesgarden.com/guides/pf/go/1326/,1,en,
4003,Banksia menziesii,http://en.wikipedia.org/wiki/Banksia_menziesii,2,en,
4004,Polianthes tuberosa,http://www.caladiumbulbs.com/product/28/,13,en,
4005,Sagebrush,http://en.wikipedia.org/wiki/Sagebrush,1,en,
4006,Ligustrum japonicum 'Jack Frost',http://davesgarden.com/guides/pf/go/83532/,1,en,
4007,Auricularia auricula-judae,http://en.wikipedia.org/wiki/Auricularia_auricula-judae,3,en,
4008,"Betonica officinalis, bukvice lékařská",http://botany.cz/cs/betonica-officinalis/,1,cs,
4009,Blitum capitatum,http://en.wikipedia.org/wiki/Blitum_capitatum,4,en,
4010,"Trifolium medium, zigzag clover",http://en.wikipedia.org/wiki/Trifolium_medium,1,en,
4011,Albizia julibrissin 'Rosea',http://davesgarden.com/guides/pf/go/105867/,2,en,
4012,"Malus, Weeping Crabapple",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d736,1,en,
4013,Allium 'Hair',http://davesgarden.com/guides/pf/go/37930/,1,en,
4014,Actinidia deliciosa,http://en.wikipedia.org/wiki/Actinidia_deliciosa,1,en,
4015,Filipendula rubra ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=x930,6,en,
4016,Smallanthus uvedalius,http://www.discoverlife.org/mp/20q?search=Smallanthus+uvedalius,1,en,
4017,Vriesea 'Christiane' or 'Red Harmony',http://davesgarden.com/guides/pf/go/77662/,1,en,
4019,Calibrachoa ‘Superbells Lemon Slice’,http://mygarden.rhs.org.uk/blogs/graham_rice/archive/2012/11/05/calibrachoa-superbells-lemon-slice-sparkling-new-bicolour.aspx,1,en,
4020,"Hydrophyllum virginianum, Virginia waterleaf",http://www.wildflower.org/plants/result.php?id_plant=HYVI,1,en,
4021,Cypripedium parviflorum pubescens,http://www.whiteflowerfarm.com/27270-product.html,1,en,
4023,Agastache 'Purple Haze',http://www.diggingdog.com/pages2/plantpages.php/P-1687,3,en,
4025,Epiphyllum crenatum,http://en.wikipedia.org/wiki/Epiphyllum_crenatum,1,en,
4026,Borago longifolia,http://www.floraconsult.net/galerie/borago-longifolia-poiret/,1,en,
4027,"Trapa natans, Water chesnut",http://en.wikipedia.org/wiki/Water_caltrop,2,en,
4028,Picea omorika,http://ento.psu.edu/extension/christmas-trees/cultural-information/species-serbian-spruce-picea-omorika,1,en,
4029,"Anthoxanthum odoratum, Buffalo grass",http://en.wikipedia.org/wiki/Anthoxanthum_odoratum,1,en,
4030,Soleirolia,http://en.wikipedia.org/wiki/Soleirolia,5,en,
4031,Aconitum napellus,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=h300,3,en,
4032,Atriplex,http://en.wikipedia.org/wiki/Atriplex,8,en,
4033,"Lonicera xylosteum, Zimolez obecný",http://botany.cz/cs/lonicera-xylosteum/,2,cs,
4034,Cedrus deodara,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b442,2,en,
4035,Allium sativum var. ophioscorodon,http://www.pfaf.org/user/plant.aspx?latinname=Allium+sativum+ophioscorodon,2,en,
4036,"Hibiscus coccineus, scarlet rose mallow",http://en.wikipedia.org/wiki/Hibiscus_coccineus,9,en,
4037,Juglans nigra,http://amc-nh.org/resources/guides/trees/species-gallery.php?Species=Juglans%20nigra,1,en,
4038,Eupatorium altissimum,http://en.wikipedia.org/wiki/Eupatorium_altissimum,4,en,
4039,"Hibiscus, Ibišek",http://cs.wikipedia.org/wiki/Ibi%C5%A1ek,1,cs,
4042,"Digitalis lanata, grecian foxglove",http://en.wikipedia.org/wiki/Digitalis_lanata,3,en,
4043,Thelesperma filifolium,http://www.wildflower.org/plants/result.php?id_plant=THFI,1,en,
4044,Hydrangea arborescens 'Invincibelle Spirit',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d692,1,en,
4046,Fuligo septica,http://botit.botany.wisc.edu/toms_fungi/june99.html,1,en,
4047,Allamanda schottii,http://davesgarden.com/guides/pf/go/55239/,8,en,
4049,Fittonia albivenis,http://plantsarethestrangestpeople.blogspot.com/2011/06/manic-pixie-dream-girl-fittonia.html,1,en,
4050,Ligularia ‘Little Rocket’,http://www.perennials.com/plants/ligularia-little-rocket.html,1,en,
4051,Echeveria shaviana 'Pinky' ,http://oregoncactus.blogspot.com/2010/08/echeveria-pinky.html,1,en,
4052,"Staphylea pinnata, Klokoč zpeřený",http://botany.cz/cs/staphylea-pinnata/,1,cs,
4053,Alpinia zerumbet 'Variegata',http://davesgarden.com/guides/pf/go/55244/,4,en,
4054,Matricaria recutita,http://www.pfaf.org/user/Plant.aspx?LatinName=Matricaria+recutita,2,en,
4055,Verbena bonariensis,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a111,11,en,
4056,Clematis virginiana,http://www.florafinder.com/Species/Clematis_virginiana.php,3,en,
4057,Kalanchoe x houghtonii,http://keyserver.lucidcentral.org/weeds/data/03030800-0b07-490a-8d04-0605030c0f01/media/Html/Bryophyllum_x_houghtonii.htm,29,en,
4058,Verbena officinalis,http://en.wikipedia.org/wiki/Verbena_officinalis,2,en,
4060,Ziziphus jujuba,http://en.wikipedia.org/wiki/Jujube,8,en,
4061,Cynanchum louiseae,http://www.mda.state.mn.us/plants/badplants/swallowwort.aspx,1,en,
4062,Pittosporum tobira 'Wheeler's Dwarf',http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=1290,10,en,
4063,Conopholis americana,https://gobotany.newenglandwild.org/species/conopholis/americana/,2,en,
4064,Philadelphus virginalis,http://davesgarden.com/guides/pf/go/101766/,1,en,
4065,"Tetrastigma voinierianum, Chestnut Vine, Lizard Vine",http://davesgarden.com/guides/pf/go/55365/,2,en,
4066,"Agave parryi var. huachucensis, Huachuca Agave",https://ag.arizona.edu/pima/gardening/aridplants/Agave_parryi_huachucensis.html,1,en,
4068,Ctenanthe pilosa 'Golden Mosaic',http://lonestaraz.com/ls10/lvl.php?pd1=shpid&pd1pid=ctepilgolmos&pd2=shlist&pd2ord=a&pd2type=cn,2,en,
4070,Gentiana ,http://en.wikipedia.org/wiki/Gentiana,6,en,
4071,"Metcalfa pruinosa, Citrus flatid planthopper",http://entnemdept.ufl.edu/creatures/orn/shrubs/citrus_flatid_planthopper.htm,1,en,
4072,Lactuca canadensis,https://gobotany.newenglandwild.org/species/lactuca/canadensis/?pile=composites,7,en,
4073,Dorotheanus ,http://en.wikipedia.org/wiki/Dorotheanthus_bellidiformis,1,en,
4074,Plectranthus madagascariensis 'Variegated Mintleaf',http://davesgarden.com/guides/pf/go/2670/live_view/,1,en,
4075,Hylotelephium telephium ,http://davesgarden.com/guides/pf/go/51498/,3,en,
4076,Sagittaria,http://en.wikipedia.org/wiki/Sagittaria,1,en,
4077,Centaurea cyanus var. Alba,http://en.wikipedia.org/wiki/Centaurea_cyanus,7,en,
4078,"Torenia fournieri, wishbone flower",http://davesgarden.com/guides/pf/go/249/,20,en,
4079,"Aeonium arboreum 'atropurpureum', Eónium",http://www.garten.cz/a/cz/5909-aeonium-arboreum-eonium/,2,cs,
4080,Jasminum x stephanense,http://www.biologie.uni-ulm.de/systax/dendrologie/jasstepflw.htm,1,en,
4081,"Euonymus europaeus, Brslen evropský",http://botany.cz/cs/euonymus-europaea/,2,cs,
4082,Lycopus europaeus,http://en.wikipedia.org/wiki/Lycopus_europaeus,2,en,
4083,"Stachys palustris, čistec bahenní",http://botany.cz/cs/stachys-palustris/,1,cs,
4084,Sedum acre,http://en.wikipedia.org/wiki/Sedum_acre,2,en,
4086,Hydrangea macrophylla 'veitchii',http://www.rhs.org.uk/Plants/97082/Hydrangea-macrophylla-Veitchii-%28L%29/Details,4,en,
4087,Rhexia mariana,http://en.wikipedia.org/wiki/Rhexia,1,en,
